naiv
0	4
1	9
4	1
5	8
8	7
9	39
12	40
13	6
16	3
17	6
20	10
21	7
24	12
25	0
29	0
128	7
129	63
132	16
133	35
136	32
137	49
140	428
141	68
144	46
145	135
148	12
149	5
152	20
153	40
157	0
256	0
257	12
260	34
261	12
264	4
265	25
268	155
269	25
272	77
273	60
276	14
277	4
280	15
281	5
384	3
385	62
388	113
389	53
392	5
393	41
396	55
397	53
400	99
401	81
404	38
405	10
408	21
409	10
413	0
512	23
513	61
516	210
517	228
520	9
521	57
524	182
525	52
528	37
529	116
532	33
533	4
536	9
537	67
541	1
640	0
641	59
644	131
645	173
648	35
649	39
652	83
653	57
656	10
657	92
660	128
661	9
664	9
665	23
768	1
769	47
772	6
773	47
776	0
777	9
780	40
781	22
784	74
785	36
788	33
789	6
792	23
793	5
797	0
896	0
897	13
900	4
901	8
905	0
908	1
909	4
912	2
913	2
917	1
920	1
921	1
925	0
1024	0
1025	11
1028	9
1029	11
1032	7
1033	18
1036	2
1037	1
1040	13
1041	3
1044	2
1045	10
1048	5
1049	1
1053	0
1152	2
1153	40
1156	0
1157	200
1160	49
1161	32
1164	65
1165	49
1168	7
1169	181
1172	17
1173	6
1176	9
1177	29
1181	0
1281	48
1284	16
1285	36
1289	12
1292	50
1293	19
1296	202
1297	335
1300	28
1301	9
1304	51
1305	77
1409	96
1412	5
1413	119
1416	0
1417	33
1420	26
1421	28
1424	8
1425	39
1428	41
1429	2
1432	32
1433	17
1537	49
1540	8
1541	41
1544	1
1545	14
1548	35
1549	7
1552	71
1553	47
1556	16
1557	20
1560	14
1561	33
1565	0
1664	0
1665	31
1668	3
1669	73
1672	1
1673	54
1676	6
1677	38
1680	17
1681	78
1684	5
1685	10
1688	9
1689	35
1693	0
1793	3
1796	0
1797	11
1801	4
1804	8
1805	5
1808	8
1809	16
1812	12
1813	8
1816	1
1817	4
1920	0
1921	9
1925	4
1929	6
1933	15
1937	3
1944	2
1945	3
4096	2
4097	8
4100	5
4101	4
4104	1
4105	14
4108	1
4109	1
4112	15
4113	16
4116	6
4117	6
4120	6
4121	1
4224	7
4225	37
4228	7
4229	155
4232	67
4233	114
4236	52
4237	76
4240	25
4241	76
4244	40
4245	15
4248	16
4249	67
4253	0
4352	0
4353	73
4356	13
4357	110
4360	3
4361	36
4364	103
4365	40
4368	45
4369	61
4372	41
4373	6
4376	18
4377	32
4381	0
4480	1
4481	160
4484	54
4485	110
4489	143
4492	280
4493	61
4496	43
4497	181
4500	12
4501	7
4504	44
4505	83
4508	0
4509	1
4608	2
4609	76
4612	25
4613	182
4616	4
4617	61
4620	477
4621	67
4624	26
4625	202
4628	43
4629	5
4632	23
4633	65
4637	1
4736	1
4737	161
4740	149
4741	142
4744	77
4745	145
4748	20
4749	95
4752	24
4753	161
4756	180
4757	14
4760	37
4761	81
4864	4
4865	7
4868	10
4869	55
4872	2
4873	19
4876	85
4877	10
4880	10
4881	30
4884	21
4885	1
4888	21
4889	6
4992	1
4993	20
4997	23
5001	6
5004	4
5005	7
5008	3
5009	19
5013	2
5016	17
5017	8
5120	2
5121	6
5124	5
5125	2
5128	2
5129	19
5132	4
5133	2
5136	5
5137	6
5141	4
5144	6
5145	2
5248	4
5249	30
5252	15
5253	110
5256	68
5257	49
5260	128
5261	50
5264	41
5265	99
5268	14
5269	19
5272	33
5273	199
5277	0
5376	2
5377	47
5380	89
5381	257
5384	4
5385	43
5388	211
5389	33
5392	352
5393	162
5396	76
5397	9
5400	86
5401	49
5405	0
5504	0
5505	150
5508	33
5509	246
5512	0
5513	31
5516	61
5517	84
5520	15
5521	88
5524	20
5525	8
5528	37
5529	20
5632	27
5633	37
5636	10
5637	111
5640	5
5641	25
5644	284
5645	67
5648	43
5649	164
5652	36
5653	23
5656	40
5657	96
5661	0
5761	118
5764	3
5765	206
5768	44
5769	110
5772	7
5773	111
5776	2
5777	59
5780	18
5781	9
5784	10
5785	158
5789	2
5888	14
5889	8
5892	9
5893	27
5896	3
5897	8
5900	16
5901	42
5904	17
5905	85
5908	2
5909	1
5912	0
5913	1
6016	0
6017	6
6020	0
6021	9
6025	4
6028	9
6029	1
6032	1
6033	16
6037	1
6040	4
6045	0
8192	18
8193	6
8196	9
8197	6
8200	2
8201	11
8204	2
8205	0
8208	7
8209	3
8212	9
8213	3
8216	5
8217	0
8221	0
8320	14
8321	39
8324	79
8325	28
8328	42
8329	55
8332	86
8333	31
8336	65
8337	52
8340	57
8341	31
8344	16
8345	83
8448	0
8449	48
8452	39
8453	41
8456	17
8457	18
8460	154
8461	24
8464	270
8465	90
8468	37
8469	3
8472	46
8473	10
8576	1
8577	71
8580	29
8581	92
8584	3
8585	48
8588	265
8589	67
8592	8
8593	171
8596	47
8597	7
8600	11
8601	11
8605	0
8704	4
8705	68
8708	157
8709	119
8713	106
8716	32
8717	33
8720	33
8721	152
8724	119
8725	16
8728	21
8729	28
8733	3
8832	3
8833	108
8836	18
8837	165
8840	97
8841	101
8844	20
8845	82
8848	2
8849	923
8852	181
8853	15
8856	34
8857	62
8861	2
8961	20
8964	0
8965	44
8969	14
8972	20
8973	7
8976	5
8977	35
8980	6
8981	4
8984	3
8985	15
8989	1
9089	10
9092	0
9093	41
9097	3
9100	0
9101	5
9105	15
9108	2
9112	9
9113	18
9117	0
9220	2
9224	1
9225	9
9229	1
9232	0
9233	3
9236	0
9241	0
9344	4
9345	1
9348	3
9349	7
9352	4
9353	12
9356	68
9357	33
9360	8
9361	18
9364	11
9365	3
9368	16
9369	19
9473	5
9476	16
9477	35
9480	1
9481	23
9484	83
9485	3
9488	110
9489	73
9492	10
9493	9
9496	7
9497	24
9501	0
9600	0
9601	64
9604	1
9605	18
9608	0
9609	13
9612	68
9613	9
9616	5
9617	27
9620	14
9621	1
9624	8
9625	18
9728	1
9729	3
9732	2
9733	19
9736	0
9737	3
9740	10
9741	8
9744	13
9745	16
9748	3
9749	2
9752	28
9753	7
9757	2
9857	26
9861	22
9865	12
9868	1
9869	6
9872	1
9873	61
9876	7
9877	3
9880	0
9881	12
9985	2
9989	12
9992	0
9993	3
9996	12
9997	2
10000	0
10001	11
10004	0
10005	0
10008	7
10009	1
10013	0
10113	2
10121	0
10128	0
10129	1
10133	1
10136	1
12288	2
12289	2
12292	1
12293	1
12296	1
12297	12
12300	4
12301	1
12304	1
12305	7
12308	3
12309	2
12312	2
12313	4
12416	4
12417	63
12420	8
12421	138
12424	43
12425	69
12428	59
12429	54
12432	15
12433	76
12436	14
12437	2
12440	6
12441	26
12445	0
12544	0
12545	13
12548	31
12549	26
12552	15
12553	11
12556	64
12557	13
12560	118
12561	142
12564	35
12565	14
12568	8
12569	36
12573	0
12673	56
12676	81
12677	116
12681	37
12684	134
12685	44
12689	37
12692	8
12693	0
12696	1
12697	67
12800	1
12801	78
12804	34
12805	366
12808	0
12809	47
12812	104
12813	45
12816	45
12817	109
12820	34
12821	25
12824	11
12829	0
12929	78
12932	5
12933	269
12936	195
12937	31
12940	40
12941	59
12944	3
12945	34
12948	72
12949	9
12952	25
12953	37
13057	16
13061	57
13065	11
13068	0
13069	18
13072	5
13073	15
13080	5
13081	3
13085	0
13185	4
13188	0
13189	15
13197	6
13201	0
13204	3
13205	0
13208	1
13209	0
13312	21
13313	4
13316	2
13317	8
13320	8
13321	6
13324	0
13328	3
13329	5
13332	9
13333	10
13336	6
13337	1
13440	14
13441	10
13444	5
13445	18
13448	24
13449	38
13452	51
13453	24
13456	26
13457	85
13460	10
13461	19
13464	10
13465	72
13469	0
13568	3
13569	13
13572	15
13573	102
13576	1
13577	11
13580	44
13581	13
13584	66
13585	100
13588	21
13589	3
13592	39
13593	91
13696	3
13697	119
13700	8
13701	138
13704	0
13705	80
13708	75
13709	76
13712	19
13713	106
13716	4
13717	1
13720	21
13721	96
13824	1
13825	36
13828	0
13829	66
13832	8
13833	12
13836	99
13837	22
13840	13
13841	34
13844	12
13845	49
13848	4
13849	22
13853	0
13953	15
13956	1
13957	17
13961	11
13964	0
13965	7
13968	1
13969	8
13972	1
13973	2
13976	8
13977	1
14080	0
14081	9
14084	2
14085	7
14089	3
14092	2
14093	6
14096	3
14097	15
14100	2
14104	13
14208	3
14209	7
14212	0
14213	1
14217	8
14220	10
14221	4
14224	1
14225	8
14233	4
14237	1
131072	15
131073	7
131076	5
131077	7
131080	16
131081	34
131084	26
131085	10
131088	9
131089	10
131092	8
131093	6
131096	11
131097	3
131200	3
131201	58
131204	38
131205	41
131208	29
131209	177
131212	451
131213	68
131216	18
131217	29
131220	24
131221	1
131224	10
131225	51
131328	3
131329	19
131332	24
131333	100
131336	0
131337	20
131340	201
131341	35
131344	70
131345	253
131348	17
131349	3
131352	17
131353	20
131456	0
131457	99
131460	40
131461	77
131464	4
131465	68
131468	96
131469	72
131472	23
131473	47
131476	26
131477	3
131480	12
131481	1
131584	28
131585	72
131588	75
131589	362
131592	3
131593	98
131596	129
131597	83
131600	55
131601	316
131604	33
131605	1
131608	23
131609	32
131613	5
131712	2
131713	87
131716	21
131717	86
131720	20
131721	63
131724	100
131725	76
131728	16
131729	222
131732	137
131733	4
131736	4
131737	60
131840	0
131841	31
131844	26
131845	96
131849	16
131852	360
131853	6
131856	118
131857	129
131860	21
131861	1
131864	22
131865	2
131869	0
131968	0
131969	25
131972	29
131973	14
131977	2
131980	0
131981	4
131985	207
131989	5
131992	35
131993	0
132097	1
132101	2
132105	8
132108	2
132109	1
132112	0
132113	0
132116	1
132117	0
132120	1
132121	0
132224	0
132225	80
132228	1
132229	188
132232	43
132233	48
132236	95
132237	57
132240	13
132241	79
132244	11
132245	4
132248	6
132249	79
132253	1
132353	32
132356	6
132357	63
132360	8
132361	14
132364	65
132365	103
132368	222
132369	343
132372	26
132373	2
132376	31
132377	75
132381	0
132481	84
132484	2
132485	39
132488	0
132489	47
132492	10
132493	33
132496	3
132497	70
132500	9
132501	2
132504	6
132505	7
132509	0
132608	0
132609	46
132612	9
132613	37
132616	2
132617	28
132620	26
132621	12
132624	40
132625	70
132628	28
132629	31
132632	14
132633	19
132637	0
132736	1
132737	10
132740	1
132741	71
132744	9
132745	38
132748	5
132749	29
132752	5
132753	62
132756	17
132757	16
132760	1
132761	10
132765	1
132864	0
132865	1
132868	3
132873	6
132876	2
132877	6
132880	6
132881	21
132884	19
132885	4
132888	8
132889	1
132893	0
132992	0
132993	7
132997	1
133000	0
133001	3
133004	3
133013	0
133016	0
133017	0
135168	15
135169	13
135172	10
135173	8
135176	4
135177	26
135180	1
135181	4
135184	9
135185	16
135188	14
135189	6
135192	5
135193	3
135296	1
135297	75
135300	13
135301	154
135304	67
135305	214
135308	77
135309	116
135312	29
135313	51
135316	31
135317	27
135320	2
135321	70
135325	0
135425	75
135428	21
135429	140
135432	3
135433	71
135436	134
135437	62
135440	71
135441	119
135444	38
135445	7
135448	11
135449	77
135453	0
135553	156
135556	35
135557	222
135560	6
135561	99
135564	196
135565	54
135568	22
135569	174
135572	22
135573	6
135576	10
135577	26
135581	0
135680	12
135681	207
135684	763
135685	252
135688	4
135689	107
135692	720
135693	158
135696	45
135697	305
135700	76
135701	19
135704	21
135705	22
135808	0
135809	169
135812	115
135813	176
135816	109
135817	134
135820	19
135821	71
135824	44
135825	420
135828	128
135829	9
135832	19
135833	60
135837	1
135936	2
135937	42
135940	9
135941	108
135944	0
135945	22
135948	41
135949	24
135952	13
135953	54
135956	10
135957	3
135960	24
135961	9
136064	0
136065	27
136069	38
136073	7
136076	1
136077	15
136081	43
136084	5
136088	25
136089	10
136192	2
136193	4
136196	1
136197	1
136200	0
136201	15
136204	1
136205	1
136208	2
136209	0
136212	4
136213	1
136216	8
136217	0
136320	1
136321	26
136324	23
136325	40
136328	90
136329	45
136332	155
136333	72
136336	130
136337	172
136340	36
136341	13
136344	31
136345	135
136349	0
136448	1
136449	52
136452	71
136453	111
136456	2
136457	23
136460	251
136461	96
136464	542
136465	328
136468	158
136469	80
136472	62
136473	48
136576	0
136577	175
136580	13
136581	217
136585	30
136588	123
136589	301
136592	28
136593	304
136596	50
136597	0
136600	44
136601	5
136704	3
136705	40
136708	4
136709	34
136712	6
136713	21
136716	435
136717	49
136720	191
136721	106
136724	25
136725	71
136728	27
136729	65
136833	757
136836	1
136837	71
136840	46
136841	55
136844	3
136845	58
136848	0
136849	60
136852	7
136853	5
136856	11
136857	95
136861	1
136960	2
136961	5
136964	2
136965	17
136969	18
136972	8
136973	27
136976	2
136977	65
136980	2
136984	24
137088	1
137089	6
137093	7
137097	1
137100	7
137101	8
137104	1
137105	15
137108	1
137112	4
137113	1
139264	17
139265	9
139268	11
139269	8
139272	14
139273	23
139276	6
139277	10
139280	8
139281	5
139284	12
139285	8
139288	14
139289	1
139392	13
139393	45
139396	118
139397	106
139400	21
139401	145
139404	230
139405	114
139408	46
139409	46
139412	217
139413	27
139416	13
139417	86
139521	26
139524	103
139525	18
139528	8
139529	25
139532	178
139533	24
139536	121
139537	171
139540	247
139541	0
139544	30
139545	23
139648	0
139649	106
139652	121
139653	129
139656	2
139657	44
139660	370
139661	42
139664	2
139665	91
139668	57
139669	15
139672	51
139673	9
139677	0
139776	0
139777	95
139780	58
139781	108
139784	12
139785	72
139788	85
139789	47
139792	25
139793	130
139796	139
139797	7
139800	24
139801	21
139805	0
139904	1
139905	145
139908	5
139909	285
139912	112
139913	102
139916	61
139917	88
139920	6
139921	1028
139924	244
139925	5
139928	27
139929	82
139933	1
140033	24
140036	2
140037	66
140041	26
140044	9
140045	15
140048	12
140049	27
140052	7
140056	13
140057	15
140161	15
140164	0
140165	7
140169	0
140172	2
140173	1
140176	0
140177	35
140181	0
140184	2
140185	1
140288	4
140289	1
140292	1
140293	0
140296	0
140297	12
140300	1
140304	0
140305	3
140308	3
140312	2
140313	0
140317	0
140416	3
140417	3
140420	13
140421	6
140424	14
140425	9
140428	155
140429	59
140432	14
140433	37
140436	10
140437	36
140440	1
140441	10
140545	17
140548	14
140549	10
140552	0
140553	7
140556	77
140557	8
140560	329
140561	153
140564	17
140565	2
140568	30
140569	35
140673	86
140676	32
140677	32
140681	17
140684	71
140685	27
140688	26
140689	106
140692	13
140693	0
140696	3
140697	15
140800	0
140801	24
140804	10
140805	12
140809	9
140812	55
140813	8
140816	43
140817	22
140820	25
140821	28
140824	2
140825	3
140929	8
140932	0
140933	14
140936	0
140937	4
140941	7
140945	6
140948	1
140949	0
140952	0
140953	7
141057	3
141061	10
141065	2
141068	13
141069	1
141072	10
141073	4
141076	3
141077	0
141080	4
141081	2
141185	1
141189	2
141193	0
141201	0
143360	0
143361	5
143364	5
143365	1
143368	1
143369	10
143372	0
143376	0
143377	2
143380	1
143381	4
143384	0
143385	2
143488	1
143489	103
143492	11
143493	247
143496	76
143497	132
143500	221
143501	69
143504	19
143505	164
143508	18
143509	2
143512	24
143513	31
143616	5
143617	10
143620	27
143621	104
143624	5
143625	5
143628	134
143629	20
143632	362
143633	278
143636	39
143637	5
143640	2
143641	35
143744	0
143745	44
143748	7
143749	118
143752	0
143753	44
143756	113
143757	56
143760	10
143761	53
143764	7
143765	1
143768	3
143769	10
143872	0
143873	174
143876	24
143877	631
143880	3
143881	122
143884	637
143885	109
143888	34
143889	341
143892	68
143893	14
143896	20
143897	6
143901	0
144000	0
144001	79
144004	40
144005	133
144008	65
144009	27
144013	53
144016	14
144017	89
144020	81
144021	2
144024	15
144025	87
144129	23
144133	128
144137	5
144140	4
144141	36
144144	2
144145	38
144149	0
144152	7
144153	0
144256	0
144257	19
144261	20
144264	0
144268	1
144269	5
144272	0
144280	2
144281	0
144384	14
144385	0
144388	6
144389	2
144392	6
144393	7
144396	1
144397	8
144400	3
144401	8
144404	4
144405	0
144408	6
144409	2
144512	4
144513	16
144516	11
144517	24
144520	48
144521	32
144524	113
144525	44
144528	34
144529	63
144532	8
144533	7
144536	13
144537	24
144541	0
144640	0
144641	12
144644	21
144645	28
144648	1
144649	14
144652	88
144653	30
144656	291
144657	213
144660	26
144661	4
144664	45
144665	251
144669	0
144768	6
144769	127
144772	5
144773	147
144777	38
144780	101
144781	113
144784	14
144785	164
144788	6
144789	2
144792	27
144793	46
144896	1
144897	22
144900	0
144901	12
144904	5
144905	7
144908	52
144909	11
144912	91
144913	48
144916	27
144917	43
144920	1
144921	11
145025	13
145029	0
145032	17
145033	7
145037	9
145040	1
145041	1
145048	3
145049	1
145152	70
145153	17
145157	62
145161	9
145164	8
145165	23
145168	12
145169	7
145172	4
145176	0
145177	3
145280	5
145281	13
145285	1
145289	9
145292	10
145293	22
145296	0
145297	3
145301	0
145304	1
145305	8
145309	0
